,module name,input shape,output shape,params,memory(MB),MAdd,FLOPs,MemRead(B),MemWrite(B),duration(s),duration[%],MemR+W(B)
144,decoder_3.double_conv.conv_block_1.conv.conv_l2l,"[256, 64, 64]","[ 64, 64, 64]",147520,1.00,"1,207,959,552","604,241,920",4784384,1048576,0.0019686222076416016,0.19%,5832960
145,decoder_3.double_conv.conv_block_1.conv.downsample_h2l,"[256,128,128]","[256, 64, 64]",0,4.00,"4,194,304","4,194,304",16777216,4194304,0.0006279945373535156,0.06%,20971520
146,decoder_3.double_conv.conv_block_1.conv.conv_h2l,"[256, 64, 64]","[ 64, 64, 64]",147520,1.00,"1,207,959,552","604,241,920",4784384,1048576,0.0029726028442382812,0.29%,5832960
147,decoder_3.double_conv.conv_block_1.conv.conv_l2h,"[256, 64, 64]","[ 64, 64, 64]",147520,1.00,"1,207,959,552","604,241,920",4784384,1048576,0.001827239990234375,0.18%,5832960
148,decoder_3.double_conv.conv_block_1.conv.upsample_l2h,"[ 64, 64, 64]","[ 64,128,128]",0,4.00,0,"16,384",0,0,0.004736423492431641,0.46%,0
149,decoder_3.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 64,128,128]","[ 64,128,128]",128,4.00,"4,194,304","2,097,152",4194816,4194304,0.0029211044311523438,0.28%,8389120
150,decoder_3.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",128,1.00,"1,048,576","524,288",1049088,1048576,0.00028705596923828125,0.03%,2097664
151,decoder_3.double_conv.conv_block_1.act_fn.relu_h2h,"[ 64,128,128]","[ 64,128,128]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.0004782676696777344,0.05%,8388608
152,decoder_3.double_conv.conv_block_1.act_fn.relu_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",0,1.00,"262,144","262,144",1048576,1048576,7.2479248046875e-05,0.01%,2097152
153,decoder_3.double_conv.conv_block_2.conv.conv_h2h,"[ 64,128,128]","[ 64,128,128]",36928,4.00,"1,207,959,552","605,028,352",4342016,4194304,0.0026569366455078125,0.26%,8536320
154,decoder_3.double_conv.conv_block_2.conv.conv_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",36928,1.00,"301,989,888","151,257,088",1196288,1048576,0.000701904296875,0.07%,2244864
155,decoder_3.double_conv.conv_block_2.conv.downsample_h2l,"[ 64,128,128]","[ 64, 64, 64]",0,1.00,"1,048,576","1,048,576",4194304,1048576,0.0001919269561767578,0.02%,5242880
156,decoder_3.double_conv.conv_block_2.conv.conv_h2l,"[ 64, 64, 64]","[ 64, 64, 64]",36928,1.00,"301,989,888","151,257,088",1196288,1048576,0.0014789104461669922,0.14%,2244864
157,decoder_3.double_conv.conv_block_2.conv.conv_l2h,"[ 64, 64, 64]","[ 64, 64, 64]",36928,1.00,"301,989,888","151,257,088",1196288,1048576,0.0006780624389648438,0.07%,2244864
158,decoder_3.double_conv.conv_block_2.conv.upsample_l2h,"[ 64, 64, 64]","[ 64,128,128]",0,4.00,0,"16,384",0,0,0.00475621223449707,0.46%,0
159,decoder_3.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 64,128,128]","[ 64,128,128]",128,4.00,"4,194,304","2,097,152",4194816,4194304,0.0029265880584716797,0.28%,8389120
160,decoder_3.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",128,1.00,"1,048,576","524,288",1049088,1048576,0.0007228851318359375,0.07%,2097664
161,decoder_3.double_conv.conv_block_2.act_fn.relu_h2h,"[ 64,128,128]","[ 64,128,128]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.00046062469482421875,0.04%,8388608
162,decoder_3.double_conv.conv_block_2.act_fn.relu_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",0,1.00,"262,144","262,144",1048576,1048576,0.0018229484558105469,0.18%,2097152
163,decoder_2.upsample.conv_transp.conv_transposed_h2h,"[ 64,128,128]","[ 64,256,256]",36928,16.00,"1,207,959,552","605,028,352",4342016,16777216,0.03592634201049805,3.47%,21119232
164,decoder_2.upsample.conv_transp.conv_transposed_l2l,"[ 64, 64, 64]","[ 64,128,128]",36928,4.00,"301,989,888","151,257,088",1196288,4194304,0.005388736724853516,0.52%,5390592
165,decoder_2.upsample.conv_transp.conv_transposed_h2l,"[ 64, 64, 64]","[ 64,128,128]",36928,4.00,"301,989,888","151,257,088",1196288,4194304,0.007867574691772461,0.76%,5390592
166,decoder_2.upsample.conv_transp.conv_transposed_l2h,"[ 64, 64, 64]","[ 64,128,128]",36928,4.00,"301,989,888","151,257,088",1196288,4194304,0.005524635314941406,0.53%,5390592
167,decoder_2.upsample.batch_norm.batch_norm_h2h,"[ 64,256,256]","[ 64,256,256]",128,16.00,"16,777,216","8,388,608",16777728,16777216,0.011279821395874023,1.09%,33554944
168,decoder_2.upsample.batch_norm.batch_norm_l2l,"[ 64,128,128]","[ 64,128,128]",128,4.00,"4,194,304","2,097,152",4194816,4194304,0.001024007797241211,0.10%,8389120
169,decoder_2.upsample.act_fn.relu_h2h,"[ 64,256,256]","[ 64,256,256]",0,16.00,"4,194,304","4,194,304",16777216,16777216,0.0014042854309082031,0.14%,33554432
170,decoder_2.upsample.act_fn.relu_l2l,"[ 64,128,128]","[ 64,128,128]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.0001850128173828125,0.02%,8388608
171,decoder_2.oct_concat.concat,"[ 64,128,128]","[128,128,128]",0,8.00,0,0,0,0,0.0020198822021484375,0.20%,0
172,decoder_2.double_conv.conv_block_1.conv.conv_h2h,"[128,256,256]","[ 32,256,256]",36896,8.00,"4,831,838,208","2,418,016,256",33702016,8388608,0.00918269157409668,0.89%,42090624
173,decoder_2.double_conv.conv_block_1.conv.conv_l2l,"[128,128,128]","[ 32,128,128]",36896,2.00,"1,207,959,552","604,504,064",8536192,2097152,0.002382993698120117,0.23%,10633344
174,decoder_2.double_conv.conv_block_1.conv.downsample_h2l,"[128,256,256]","[128,128,128]",0,8.00,"8,388,608","8,388,608",33554432,8388608,0.001447439193725586,0.14%,41943040
175,decoder_2.double_conv.conv_block_1.conv.conv_h2l,"[128,128,128]","[ 32,128,128]",36896,2.00,"1,207,959,552","604,504,064",8536192,2097152,0.003048419952392578,0.29%,10633344
176,decoder_2.double_conv.conv_block_1.conv.conv_l2h,"[128,128,128]","[ 32,128,128]",36896,2.00,"1,207,959,552","604,504,064",8536192,2097152,0.0021474361419677734,0.21%,10633344
177,decoder_2.double_conv.conv_block_1.conv.upsample_l2h,"[ 32,128,128]","[ 32,256,256]",0,8.00,0,"65,536",0,0,0.009468317031860352,0.91%,0
178,decoder_2.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.005620241165161133,0.54%,16777472
179,decoder_2.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 32,128,128]","[ 32,128,128]",64,2.00,"2,097,152","1,048,576",2097408,2097152,0.0005223751068115234,0.05%,4194560
180,decoder_2.double_conv.conv_block_1.act_fn.relu_h2h,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0007359981536865234,0.07%,16777216
181,decoder_2.double_conv.conv_block_1.act_fn.relu_l2l,"[ 32,128,128]","[ 32,128,128]",0,2.00,"524,288","524,288",2097152,2097152,8.511543273925781e-05,0.01%,4194304
182,decoder_2.double_conv.conv_block_2.conv.conv_h2h,"[ 32,256,256]","[ 32,256,256]",9248,8.00,"1,207,959,552","606,076,928",8425600,8388608,0.003322601318359375,0.32%,16814208
183,decoder_2.double_conv.conv_block_2.conv.conv_l2l,"[ 32,128,128]","[ 32,128,128]",9248,2.00,"301,989,888","151,519,232",2134144,2097152,0.0011553764343261719,0.11%,4231296
184,decoder_2.double_conv.conv_block_2.conv.downsample_h2l,"[ 32,256,256]","[ 32,128,128]",0,2.00,"2,097,152","2,097,152",8388608,2097152,0.0003705024719238281,0.04%,10485760
185,decoder_2.double_conv.conv_block_2.conv.conv_h2l,"[ 32,128,128]","[ 32,128,128]",9248,2.00,"301,989,888","151,519,232",2134144,2097152,0.001875162124633789,0.18%,4231296
186,decoder_2.double_conv.conv_block_2.conv.conv_l2h,"[ 32,128,128]","[ 32,128,128]",9248,2.00,"301,989,888","151,519,232",2134144,2097152,0.004057884216308594,0.39%,4231296
187,decoder_2.double_conv.conv_block_2.conv.upsample_l2h,"[ 32,128,128]","[ 32,256,256]",0,8.00,0,"65,536",0,0,0.009209871292114258,0.89%,0
188,decoder_2.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.005671024322509766,0.55%,16777472
189,decoder_2.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 32,128,128]","[ 32,128,128]",64,2.00,"2,097,152","1,048,576",2097408,2097152,0.004568338394165039,0.44%,4194560
190,decoder_2.double_conv.conv_block_2.act_fn.relu_h2h,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0007503032684326172,0.07%,16777216
191,decoder_2.double_conv.conv_block_2.act_fn.relu_l2l,"[ 32,128,128]","[ 32,128,128]",0,2.00,"524,288","524,288",2097152,2097152,0.00011801719665527344,0.01%,4194304
192,decoder_1.upsample.conv_transp.conv_transposed_h2h,"[ 32,256,256]","[ 32,512,512]",9248,32.00,"1,207,959,552","606,076,928",8425600,33554432,0.07634830474853516,7.38%,41980032
193,decoder_1.upsample.conv_transp.conv_transposed_l2l,"[ 32,128,128]","[ 32,256,256]",9248,8.00,"301,989,888","151,519,232",2134144,8388608,0.011661052703857422,1.13%,10522752
194,decoder_1.upsample.conv_transp.conv_transposed_h2l,"[ 32,128,128]","[ 32,256,256]",9248,8.00,"301,989,888","151,519,232",2134144,8388608,0.015969514846801758,1.54%,10522752
195,decoder_1.upsample.conv_transp.conv_transposed_l2h,"[ 32,128,128]","[ 32,256,256]",9248,8.00,"301,989,888","151,519,232",2134144,8388608,0.011683225631713867,1.13%,10522752
196,decoder_1.upsample.batch_norm.batch_norm_h2h,"[ 32,512,512]","[ 32,512,512]",64,32.00,"33,554,432","16,777,216",33554688,33554432,0.02243185043334961,2.17%,67109120
197,decoder_1.upsample.batch_norm.batch_norm_l2l,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.0021123886108398438,0.20%,16777472
198,decoder_1.upsample.act_fn.relu_h2h,"[ 32,512,512]","[ 32,512,512]",0,32.00,"8,388,608","8,388,608",33554432,33554432,0.0027532577514648438,0.27%,67108864
199,decoder_1.upsample.act_fn.relu_l2l,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0006177425384521484,0.06%,16777216
200,decoder_1.oct_concat.concat,"[ 32,256,256]","[ 64,256,256]",0,16.00,0,0,0,0,0.010439157485961914,1.01%,0
201,decoder_1.double_conv.conv_block_1.conv.conv_h2h,"[ 64,512,512]","[ 32,512,512]",18464,32.00,"9,663,676,416","4,840,226,816",67182720,33554432,0.02514338493347168,2.43%,100737152
202,decoder_1.double_conv.conv_block_1.conv.conv_l2l,"[ 64,256,256]","[ 32,256,256]",18464,8.00,"2,415,919,104","1,210,056,704",16851072,8388608,0.0053250789642333984,0.51%,25239680
203,decoder_1.double_conv.conv_block_1.conv.downsample_h2l,"[ 64,512,512]","[ 64,256,256]",0,16.00,"16,777,216","16,777,216",67108864,16777216,0.0037543773651123047,0.36%,83886080
204,decoder_1.double_conv.conv_block_1.conv.conv_h2l,"[ 64,256,256]","[ 32,256,256]",18464,8.00,"2,415,919,104","1,210,056,704",16851072,8388608,0.006179094314575195,0.60%,25239680
205,decoder_1.double_conv.conv_block_1.conv.conv_l2h,"[ 64,256,256]","[ 32,256,256]",18464,8.00,"2,415,919,104","1,210,056,704",16851072,8388608,0.005064725875854492,0.49%,25239680
206,decoder_1.double_conv.conv_block_1.conv.upsample_l2h,"[ 32,256,256]","[ 32,512,512]",0,32.00,0,"262,144",0,0,0.036917924880981445,3.57%,0
207,decoder_1.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 32,512,512]","[ 32,512,512]",64,32.00,"33,554,432","16,777,216",33554688,33554432,0.02215576171875,2.14%,67109120
208,decoder_1.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.005529165267944336,0.53%,16777472
209,decoder_1.double_conv.conv_block_1.act_fn.relu_h2h,"[ 32,512,512]","[ 32,512,512]",0,32.00,"8,388,608","8,388,608",33554432,33554432,0.0027229785919189453,0.26%,67108864
210,decoder_1.double_conv.conv_block_1.act_fn.relu_l2l,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0007841587066650391,0.08%,16777216
211,decoder_1.double_conv.conv_block_2.conv.conv_h2h,"[ 32,512,512]","[ 32,512,512]",9248,32.00,"4,831,838,208","2,424,307,712",33591424,33554432,0.016057252883911133,1.55%,67145856
212,decoder_1.double_conv.conv_block_2.conv.conv_l2l,"[ 32,256,256]","[ 32,256,256]",9248,8.00,"1,207,959,552","606,076,928",8425600,8388608,0.0034227371215820312,0.33%,16814208
213,decoder_1.double_conv.conv_block_2.conv.downsample_h2l,"[ 32,512,512]","[ 32,256,256]",0,8.00,"8,388,608","8,388,608",33554432,8388608,0.0019469261169433594,0.19%,41943040
214,decoder_1.double_conv.conv_block_2.conv.conv_h2l,"[ 32,256,256]","[ 32,256,256]",9248,8.00,"1,207,959,552","606,076,928",8425600,8388608,0.0033316612243652344,0.32%,16814208
215,decoder_1.double_conv.conv_block_2.conv.conv_l2h,"[ 32,256,256]","[ 32,256,256]",9248,8.00,"1,207,959,552","606,076,928",8425600,8388608,0.003374338150024414,0.33%,16814208
216,decoder_1.double_conv.conv_block_2.conv.upsample_l2h,"[ 32,256,256]","[ 32,512,512]",0,32.00,0,"262,144",0,0,0.03681206703186035,3.56%,0
217,decoder_1.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 32,512,512]","[ 32,512,512]",64,32.00,"33,554,432","16,777,216",33554688,33554432,0.021336793899536133,2.06%,67109120
218,decoder_1.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.005392789840698242,0.52%,16777472
219,decoder_1.double_conv.conv_block_2.act_fn.relu_h2h,"[ 32,512,512]","[ 32,512,512]",0,32.00,"8,388,608","8,388,608",33554432,33554432,0.002728700637817383,0.26%,67108864
220,decoder_1.double_conv.conv_block_2.act_fn.relu_l2l,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0007708072662353516,0.07%,16777216
221,decoder_0.conv_block.conv.conv_h2h,"[ 32,512,512]","[  1,512,512]",33,1.00,"16,777,216","8,650,752",33554564,1048576,0.005640983581542969,0.55%,34603140
222,decoder_0.conv_block.conv.conv_l2h,"[ 32,256,256]","[  1,256,256]",33,0.25,"4,194,304","2,162,688",8388740,262144,0.0014624595642089844,0.14%,8650884
223,decoder_0.conv_block.conv.upsample_l2h,"[  1,256,256]","[  1,512,512]",0,1.00,0,"262,144",0,0,0.002038240432739258,0.20%,0
224,decoder_0.conv_block.batch_norm.batch_norm_h2h,"[  1,512,512]","[  1,512,512]",2,1.00,"1,048,576","524,288",1048584,1048576,0.0003387928009033203,0.03%,2097160
total, ,"[  3,512,512]","[  1,512,512]",16536516,1443.75,"117,387,165,696","58,883,000,320",1638485776,1290534912,1.0350251197814941,100.00%,2929020688
